Id,Dwelling Type,Lot Frontage,Lot Area,Land Contour,Neighborhood,Location Condition,Overall Quality,Overall Cond,Year Built,Masonry/Veneer Area,Basement Finished Area,Basement Unfinished Area,1st Floor Area,2nd Floor Area,Total Area,Bedrooms Above Grade,Kitchen Qual,Total Rooms Above Grade,Fireplaces,Garage Finish,Garage Cars,Sale Condition,Sale Price,Porch Area,Full Bathrooms,Half Bathrooms,Bathrooms,Pool,Extra Kitchens,Baths per Bedroom,dt_1-1/2 STORY ALL AGES,dt_1-STORY 1945 & OLDER,dt_1-STORY PUD,dt_2 FAMILY CONVERSION,dt_2-1/2 STORY ALL AGES,dt_2-STORY 1945 & OLDER,dt_2-STORY 1946 & NEWER,dt_2-STORY PUD,dt_DUPLEX,dt_SPLIT FOYER,dt_SPLIT OR MULTI-LEVEL,lc_Banked,lc_Depression,lc_Hillside,nh_Bloomington Heights,nh_Bluestem,nh_Briardale,nh_Brookside,nh_Clear Creek,nh_College Creek,nh_Crawford,nh_Edwards,nh_Gilbert,nh_Iowa DOT and Rail Road,nh_Meadow Village,nh_Mitchell,nh_Northpark Villa,nh_Northridge,nh_Northridge Heights,nh_Northwest Ames,nh_Old Town,nh_Sawyer,nh_Sawyer West,nh_Somerset,nh_South & West of Iowa State,nh_Stone Brook,nh_Timberland,nh_Veenker,locc_Adjacent Arterial St,locc_Adjacent Feeder St,locc_Adjacent Pos Feature,locc_Adjacent Railroad,locc_Near Pos Feature,locc_Near Railroad,sc_Abnormal Sale,sc_Allocation,sc_Home not complete,sc_Sale within Family,gf_Finished,gf_Rough Finished,gf_Unfinished,Kitchen Quality Num
1219,1-1/2 STORY ALL AGES,52,6240,Level,Brookside,Normal,4,5,1947,0,0,0,672,240,912,2,Average,3,0,No Garage,0,Normal Sale,80500,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1220,2-STORY PUD,21,1680,Level,Briardale,Normal,6,5,1971,236,0,672,672,546,1218,3,Average,7,0,No Garage,0,"Abnormal Sale -  trade, foreclosure, short sale",91500,201,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1221,1-STORY 1946 & NEWER,66,7800,Level,North Ames,Normal,5,5,1964,0,312,0,912,0,912,2,Average,5,0,Unfinished,1,"Abnormal Sale -  trade, foreclosure, short sale",115000,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1222,1-STORY 1946 & NEWER,55,8250,Level,Sawyer,Adjacent Feeder St,5,5,1968,0,250,210,1211,0,1211,3,Average,5,1,Unfinished,1,Normal Sale,134000,63,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
1223,1-1/2 STORY ALL AGES,78,10496,Level,North Ames,Adjacent Arterial St,6,6,1949,320,196,844,1168,678,1846,3,Average,7,1,Unfinished,1,Normal Sale,143000,0,2,0,2,0,0,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
1224,1-STORY 1946 & NEWER,89,10680,Level,North Ames,Normal,5,3,1951,44,756,1380,2136,0,2136,4,Average,7,0,Unfinished,2,Normal Sale,137900,30,2,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1225,2-STORY 1946 & NEWER,60,15384,Level,Gilbert,Adjacent Railroad,7,5,2004,0,724,64,788,702,1490,3,Good,8,1,Finished,2,Normal Sale,184000,175,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3
1226,SPLIT OR MULTI-LEVEL,65,10482,Level,North Ames,Normal,6,8,1958,63,507,81,1138,0,1138,3,Average,6,0,Rough Finished,1,Normal Sale,145000,224,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1227,2-STORY 1946 & NEWER,86,14598,Level,Somerset,Adjacent Feeder St,6,5,2007,74,0,894,894,1039,1933,4,Good,9,1,Finished,3,Normal Sale,214000,118,2,1,2.5,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
1228,1-STORY 1946 & NEWER,72,8872,Level,North Ames,Normal,5,8,1965,300,595,317,912,0,912,2,Good,5,0,Unfinished,2,Normal Sale,147000,240,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1229,1-STORY PUD,65,8769,Level,Northridge Heights,Normal,9,5,2008,766,1540,162,1702,0,1702,1,Excellent,7,1,Finished,3,Home was not completed when last assessed (associated with New Homes),367294,296,2,1,2.5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
1230,SPLIT OR MULTI-LEVEL,70,7910,Level,North Ames,Normal,5,5,1960,0,666,409,1507,0,1507,4,Average,7,0,Unfinished,1,Normal Sale,127000,0,2,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1231,DUPLEX,0,18890,Level,Sawyer,Adjacent Railroad,5,5,1977,1,498,652,1361,1259,2620,4,Average,12,1,Rough Finished,2,Normal Sale,190000,324,2,2,3,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
1232,DUPLEX,70,7728,Level,North Ames,Normal,5,6,1962,120,803,303,1190,0,1190,3,Average,6,0,Unfinished,2,Normal Sale,132500,18,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1233,DUPLEX,70,9842,Level,North Ames,Normal,4,5,1962,0,0,0,1224,0,1224,2,Average,6,0,Unfinished,2,Normal Sale,101800,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1234,1-STORY 1946 & NEWER,0,12160,Level,North Ames,Normal,5,5,1959,180,1000,188,1188,0,1188,3,Average,6,0,Rough Finished,2,"Abnormal Sale -  trade, foreclosure, short sale",142000,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
1235,2-STORY 1945 & OLDER,55,8525,Banked,South & West of Iowa State,Normal,5,6,1911,0,0,940,1024,940,1964,4,Average,7,0,No Garage,0,"Abnormal Sale -  trade, foreclosure, short sale",130000,192,1,1,1.5,0,0,0.25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1236,2-STORY 1945 & OLDER,96,13132,Level,Crawford,Normal,5,5,1914,0,0,747,892,892,1784,4,Average,9,0,Unfinished,1,Normal Sale,138887,243,1,1,1.5,0,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1237,2-STORY PUD,36,2628,Level,Northridge Heights,Normal,7,5,2003,106,0,764,764,862,1626,2,Good,6,0,Rough Finished,2,Normal Sale,175500,27,2,1,2.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
1238,2-STORY 1946 & NEWER,41,12393,Level,College Creek,Normal,7,5,2004,0,0,847,847,1101,1948,4,Good,8,1,Finished,2,Normal Sale,195000,148,2,1,2.5,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
1239,1-STORY 1946 & NEWER,63,13072,Level,Sawyer West,Adjacent Railroad,6,5,2005,0,0,1141,1141,0,1141,3,Average,6,0,Unfinished,2,"Abnormal Sale -  trade, foreclosure, short sale",142500,0,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2
1240,1-STORY 1946 & NEWER,64,9037,Hillside,Timberland,Normal,8,5,2006,32,428,1048,1484,0,1484,2,Excellent,6,1,Rough Finished,2,Normal Sale,265900,153,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1241,2-STORY 1946 & NEWER,65,8158,Level,College Creek,Normal,7,5,2003,252,550,334,884,884,1768,3,Good,8,0,Rough Finished,2,Normal Sale,224900,63,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
1242,1-STORY 1946 & NEWER,83,9849,Level,Somerset,Normal,7,6,2007,0,0,1689,1689,0,1689,3,Good,7,0,Rough Finished,3,Home was not completed when last assessed (associated with New Homes),248328,56,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
1243,SPLIT FOYER,85,10625,Level,Northwest Ames,Normal,7,6,1974,81,885,0,1173,0,1173,3,Good,6,2,Rough Finished,2,Sale between family members,170000,120,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3
1244,1-STORY 1946 & NEWER,107,13891,Level,Northridge Heights,Normal,10,5,2006,0,1386,690,2076,0,2076,2,Excellent,7,1,Finished,3,Home was not completed when last assessed (associated with New Homes),465000,445,3,1,3.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
1245,2-STORY 1945 & OLDER,0,11435,Hillside,Crawford,Normal,8,7,1929,0,0,792,792,725,1517,3,Good,7,2,Unfinished,2,Normal Sale,230000,0,1,0,1,0,0,0.333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1246,SPLIT OR MULTI-LEVEL,78,12090,Level,Northwest Ames,Normal,6,7,1984,74,0,585,1140,728,1868,3,Average,7,1,Finished,2,"Abnormal Sale -  trade, foreclosure, short sale",178000,527,3,1,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
1247,2-STORY 1946 & NEWER,65,8125,Level,Somerset,Normal,7,5,2005,0,0,756,756,797,1553,3,Good,6,0,Rough Finished,2,Home was not completed when last assessed (associated with New Homes),186500,45,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
1248,SPLIT OR MULTI-LEVEL,0,12328,Level,Mitchell,Normal,6,5,1976,335,539,473,1034,0,1034,3,Average,6,0,Unfinished,3,Normal Sale,169900,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1250,1-STORY 1946 & NEWER,60,7200,Level,North Ames,Normal,5,7,1950,0,534,246,988,0,988,3,Average,6,0,Unfinished,1,Normal Sale,119000,80,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1251,1-STORY 1946 & NEWER,93,11160,Level,North Ames,Normal,7,5,1968,0,1065,1045,2110,0,2110,3,Excellent,8,2,Finished,2,Normal Sale,244000,0,3,1,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
1252,1-STORY PUD,0,3136,Level,Northridge Heights,Normal,7,5,2003,163,0,1405,1405,0,1405,2,Good,6,1,Rough Finished,2,Normal Sale,171750,184,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
1253,1-STORY 1946 & NEWER,62,9858,Level,Mitchell,Normal,5,6,1968,0,510,354,874,0,874,3,Average,5,0,Rough Finished,1,Normal Sale,130000,33,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1254,2-STORY 1946 & NEWER,0,17542,Level,Veenker,Normal,7,7,1974,0,125,36,1516,651,2167,3,Good,9,2,Rough Finished,2,Normal Sale,294000,267,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
1255,2-STORY 1946 & NEWER,60,6931,Level,Edwards,Normal,7,5,2003,92,0,746,760,896,1656,3,Good,7,1,Finished,2,Normal Sale,165400,306,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
1256,1-1/2 STORY ALL AGES,52,6240,Level,Brookside,Normal,6,6,1931,0,425,459,959,408,1367,3,Average,6,1,Unfinished,1,Normal Sale,127500,120,1,0,1,0,0,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1257,1-STORY 1946 & NEWER,91,14303,Level,Northridge,Normal,8,5,1994,554,1314,672,1987,0,1987,2,Good,7,1,Finished,2,Normal Sale,301500,298,3,0,3,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
1258,1-STORY 1945 & OLDER,56,4060,Level,Edwards,Adjacent Feeder St,5,8,1922,0,0,864,864,0,864,2,Average,4,0,No Garage,0,Normal Sale,99900,96,1,0,1,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1259,SPLIT OR MULTI-LEVEL,59,9587,Level,Gilbert,Normal,7,5,2005,182,655,201,1166,0,1166,2,Good,5,0,Finished,2,Normal Sale,190000,212,3,0,3,0,0,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
1260,1-STORY 1946 & NEWER,65,9750,Level,North Ames,Normal,6,8,1969,0,602,14,1054,0,1054,3,Average,6,0,Unfinished,2,Normal Sale,151000,260,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1261,2-STORY 1946 & NEWER,0,24682,Level,Gilbert,Adjacent Railroad,6,5,1999,0,0,841,892,783,1675,3,Average,7,1,Finished,2,Normal Sale,181000,103,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1262,1-STORY 1946 & NEWER,80,9600,Level,North Ames,Normal,5,6,1956,0,504,546,1050,0,1050,2,Average,5,0,Unfinished,1,Normal Sale,128900,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1263,1-1/2 STORY ALL AGES,0,11250,Level,Clear Creek,Normal,4,5,1957,0,0,1104,1104,684,1788,5,Average,8,2,Unfinished,1,Normal Sale,161500,120,2,0,2,0,0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1264,2-STORY 1945 & OLDER,60,13515,Level,Brookside,Normal,6,6,1919,0,0,764,1060,764,1824,3,Average,8,1,Unfinished,2,Normal Sale,180500,126,1,0,1,0,0,0.333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1265,1-STORY PUD,34,4060,Level,North Ames,Normal,6,5,1998,0,266,1139,1337,0,1337,2,Good,5,0,Finished,2,"Abnormal Sale -  trade, foreclosure, short sale",181000,212,3,0,3,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
1266,2-STORY PUD,35,3735,Level,Somerset,Normal,7,5,1999,218,450,241,713,739,1452,3,Good,6,0,Unfinished,2,Normal Sale,183900,34,3,1,3.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1267,2 FAMILY CONVERSION,60,10120,Banked,Old Town,Adjacent Feeder St,7,4,1910,0,0,925,964,925,1889,4,Average,9,1,Unfinished,1,Normal Sale,122000,264,1,1,1.5,0,1,0.25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
1268,1-STORY 1946 & NEWER,89,13214,Hillside,Timberland,Normal,9,5,2008,0,0,2002,2018,0,2018,3,Excellent,10,1,Finished,3,Normal Sale,378500,220,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
1269,1-1/2 STORY ALL AGES,0,14100,Level,Crawford,Normal,8,9,1935,632,192,536,1968,1479,3447,4,Good,11,2,Unfinished,3,Normal Sale,381000,326,3,1,3.5,0,0,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1270,1-1/2 STORY ALL AGES,78,11344,Level,North Ames,Adjacent Feeder St,5,5,1958,180,460,414,874,650,1524,3,Average,7,0,Unfinished,1,Normal Sale,144000,0,1,1,1.5,0,0,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
1272,1-STORY 1946 & NEWER,0,9156,Level,Northwest Ames,Near Pos Feature,6,7,1968,0,0,1489,1489,0,1489,3,Good,7,1,Rough Finished,2,Normal Sale,185750,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
1273,1-STORY 1946 & NEWER,0,13526,Level,Sawyer,Normal,5,6,1965,114,560,0,935,0,935,3,Average,5,0,Unfinished,1,Normal Sale,137000,180,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1274,SPLIT OR MULTI-LEVEL,124,11512,Level,Edwards,Normal,6,7,1959,84,719,300,1357,0,1357,2,Excellent,5,1,Rough Finished,1,Normal Sale,177000,163,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1275,1-1/2 STORY ALL AGES,53,5362,Level,Crawford,Normal,5,6,1910,0,0,661,661,589,1250,3,Average,8,1,Unfinished,2,Normal Sale,139000,323,2,0,2,0,0,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1276,DUPLEX,95,11345,Level,North Ames,Adjacent Feeder St,5,5,1948,567,220,708,928,992,1920,4,Average,10,0,Unfinished,2,Normal Sale,137000,0,2,0,2,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
1277,2-STORY 1946 & NEWER,0,12936,Level,Northwest Ames,Normal,6,6,1972,0,593,130,735,660,1395,3,Average,6,1,Unfinished,2,Normal Sale,162000,410,1,2,2,0,0,0.333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1278,SPLIT OR MULTI-LEVEL,0,17871,Level,Northwest Ames,Normal,6,5,1967,359,528,1152,1724,0,1724,3,Average,7,1,Rough Finished,2,Normal Sale,197900,0,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1279,2-STORY 1946 & NEWER,75,9473,Level,College Creek,Normal,8,5,2002,0,804,324,1128,903,2031,3,Good,7,1,Rough Finished,2,Normal Sale,237000,211,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
1280,1-1/2 STORY ALL AGES,60,7500,Level,Iowa DOT and Rail Road,Normal,4,4,1920,0,0,698,698,430,1128,2,Average,6,0,Rough Finished,2,"Abnormal Sale -  trade, foreclosure, short sale",68400,194,1,0,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
1281,1-STORY 1946 & NEWER,67,9808,Level,College Creek,Normal,7,5,2002,110,788,785,1573,0,1573,3,Good,6,0,Rough Finished,2,Normal Sale,227000,72,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
1282,1-STORY 1946 & NEWER,50,8049,Level,Timberland,Normal,7,5,1990,54,1053,256,1339,0,1339,2,Average,6,1,Finished,2,Normal Sale,180000,148,3,0,3,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1283,1-STORY 1946 & NEWER,61,8800,Level,College Creek,Normal,5,7,1977,0,532,364,1040,0,1040,3,Good,5,0,Unfinished,2,Normal Sale,150500,288,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
