Id,Dwelling Type,Lot Frontage,Lot Area,Land Contour,Neighborhood,Location Condition,Overall Quality,Overall Cond,Year Built,Masonry/Veneer Area,Basement Finished Area,Basement Unfinished Area,1st Floor Area,2nd Floor Area,Bedrooms Above Grade,Kitchen Qual,Total Rooms Above Grade,Fireplaces,Garage Finish,Garage Cars,Sale Condition,Sale Price,Porch Area,Full Bathrooms,Half Bathrooms,Pool,Extra Kitchens,Baths per Bedroom,dt_1-1/2 STORY ALL AGES,dt_1-STORY 1945 & OLDER,dt_1-STORY PUD,dt_2 FAMILY CONVERSION,dt_2-1/2 STORY ALL AGES,dt_2-STORY 1945 & OLDER,dt_2-STORY 1946 & NEWER,dt_2-STORY PUD,dt_DUPLEX,dt_SPLIT FOYER,dt_SPLIT OR MULTI-LEVEL,lc_Banked,lc_Depression,lc_Hillside,nh_Bloomington Heights,nh_Bluestem,nh_Briardale,nh_Brookside,nh_Clear Creek,nh_College Creek,nh_Crawford,nh_Edwards,nh_Gilbert,nh_Iowa DOT and Rail Road,nh_Meadow Village,nh_Mitchell,nh_Northpark Villa,nh_Northridge,nh_Northridge Heights,nh_Northwest Ames,nh_Old Town,nh_Sawyer,nh_Sawyer West,nh_Somerset,nh_South & West of Iowa State,nh_Stone Brook,nh_Timberland,nh_Veenker,locc_Adjacent Arterial St,locc_Adjacent Feeder St,locc_Adjacent Pos Feature,locc_Adjacent Railroad,locc_Near Pos Feature,locc_Near Railroad,sc_Abnormal Sale,sc_Allocation,sc_Home not complete,sc_Sale within Family,gf_Finished,gf_Rough Finished,gf_Unfinished
1071,1-STORY 1946 & NEWER,72.0,10152,Level,North Ames,Normal,5,5,1956,120.0,586,462,1048,0,3,Average,6,0,Unfinished,1,Normal Sale,135000,212,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1072,2-STORY 1946 & NEWER,78.0,11700,Level,Northwest Ames,Adjacent Railroad,6,6,1968,0.0,298,429,829,727,4,Average,8,0,Unfinished,2,Normal Sale,154000,0,1,1,0,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1073,1-1/2 STORY ALL AGES,50.0,7585,Level,Edwards,Adjacent Arterial St,5,3,1948,0.0,0,810,1002,454,4,Average,7,1,Unfinished,1,Normal Sale,91500,0,2,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1074,2-STORY 1946 & NEWER,75.0,7950,Banked,Edwards,Normal,6,6,1977,140.0,535,155,698,728,3,Average,6,0,Finished,2,Normal Sale,159500,252,1,1,0,0,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1075,1-STORY 1946 & NEWER,74.0,8556,Level,College Creek,Normal,7,5,2006,0.0,0,1240,1240,0,2,Good,5,0,Rough Finished,3,Normal Sale,194000,233,2,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1076,2-STORY 1945 & OLDER,75.0,13125,Level,Crawford,Normal,7,6,1940,0.0,410,390,960,780,3,Average,6,2,Unfinished,1,Normal Sale,219500,0,1,1,0,0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1077,1-1/2 STORY ALL AGES,60.0,10800,Level,Old Town,Normal,5,8,1936,0.0,626,170,1096,370,3,Good,7,1,Unfinished,2,Normal Sale,170000,457,2,1,0,0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1078,1-STORY 1946 & NEWER,0.0,15870,Level,North Ames,Normal,5,5,1969,0.0,75,230,1096,0,3,Average,6,0,Finished,1,"Abnormal Sale -  trade, foreclosure, short sale",138800,272,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1079,1-STORY PUD,37.0,4435,Level,College Creek,Normal,6,5,2004,169.0,662,186,848,0,1,Good,3,1,Rough Finished,2,Normal Sale,155900,140,2,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1080,1-STORY 1946 & NEWER,65.0,8775,Level,College Creek,Normal,5,5,1994,0.0,495,495,990,0,3,Average,5,0,Unfinished,1,Normal Sale,126000,64,1,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1081,1-STORY 1946 & NEWER,80.0,11040,Level,Northwest Ames,Normal,6,7,1971,144.0,656,602,1258,0,3,Good,5,0,Rough Finished,2,"Abnormal Sale -  trade, foreclosure, short sale",145000,271,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1082,1-STORY 1946 & NEWER,75.0,7500,Level,Sawyer,Adjacent Feeder St,5,5,1963,0.0,824,216,1040,0,3,Average,5,0,Finished,1,Normal Sale,133000,220,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1083,1-STORY 1946 & NEWER,70.0,8749,Level,College Creek,Normal,7,5,2002,100.0,0,1459,1459,0,3,Good,6,1,Rough Finished,2,Normal Sale,192000,231,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1084,1-STORY 1946 & NEWER,80.0,8800,Level,North Ames,Normal,6,6,1964,425.0,553,698,1251,0,3,Average,6,2,Rough Finished,1,Normal Sale,160000,116,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1085,2-STORY 1946 & NEWER,0.0,13031,Level,Gilbert,Normal,6,5,1995,0.0,592,99,691,807,3,Average,6,1,Finished,2,Normal Sale,187500,359,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1086,SPLIT FOYER,73.0,9069,Level,Sawyer West,Normal,6,6,1992,0.0,747,189,996,0,2,Good,5,0,Unfinished,2,Normal Sale,147000,120,2,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1087,2-STORY PUD,0.0,1974,Level,Meadow Village,Normal,4,5,1973,0.0,334,212,546,546,3,Average,6,0,Rough Finished,1,Normal Sale,83500,216,1,1,0,0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1088,2-STORY 1946 & NEWER,85.0,10574,Level,Somerset,Normal,8,5,2005,0.0,0,1082,1082,871,3,Good,9,1,Rough Finished,3,Normal Sale,252000,210,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1089,2-STORY PUD,24.0,2522,Level,Edwards,Normal,7,5,2004,50.0,0,970,970,739,3,Good,7,0,Unfinished,2,Normal Sale,137500,40,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1090,1-STORY PUD,37.0,3316,Level,Somerset,Normal,8,5,2005,0.0,1039,208,1247,0,1,Good,4,1,Finished,2,Normal Sale,197000,84,2,1,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1092,2-STORY PUD,24.0,2160,Level,Somerset,Normal,7,5,1999,212.0,510,90,624,628,2,Good,4,0,Unfinished,2,Normal Sale,160000,48,3,1,0,0,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1093,1-1/2 STORY ALL AGES,60.0,8400,Banked,South & West of Iowa State,Normal,6,5,1925,0.0,423,758,1390,304,4,Average,7,1,Unfinished,2,Normal Sale,136500,470,2,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1094,1-STORY 1946 & NEWER,71.0,9230,Level,North Ames,Adjacent Feeder St,5,8,1965,166.0,661,203,1200,0,1,Good,6,0,Unfinished,2,Normal Sale,146000,64,2,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1095,1-STORY 1946 & NEWER,74.0,5868,Level,North Ames,Normal,5,7,1956,0.0,248,448,936,0,2,Average,4,0,Finished,1,Normal Sale,129000,240,2,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1096,1-STORY 1946 & NEWER,78.0,9317,Level,College Creek,Normal,6,5,2006,0.0,24,1290,1314,0,3,Good,6,1,Rough Finished,2,Normal Sale,176432,22,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1097,2-STORY 1945 & OLDER,60.0,6882,Level,Iowa DOT and Rail Road,Normal,6,7,1914,0.0,0,684,773,582,3,Good,7,0,No Garage,0,Normal Sale,127000,251,1,1,0,0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,1-STORY PUD,0.0,3696,Level,Stone Brook,Normal,8,5,1986,0.0,0,1074,1088,0,2,Good,5,0,Rough Finished,2,Normal Sale,170000,211,1,1,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1099,1-1/2 STORY ALL AGES,50.0,6000,Level,Brookside,Normal,4,6,1936,0.0,672,0,757,567,3,Average,6,0,Unfinished,1,Normal Sale,128000,0,1,0,0,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1100,1-STORY 1946 & NEWER,82.0,11880,Level,Northwest Ames,Adjacent Railroad,7,5,1978,206.0,704,567,1601,0,3,Average,7,1,Rough Finished,2,"Abnormal Sale -  trade, foreclosure, short sale",157000,0,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1101,1-STORY 1945 & OLDER,60.0,8400,Banked,South & West of Iowa State,Normal,2,5,1920,0.0,290,0,438,0,1,Fair,3,0,Unfinished,1,Normal Sale,60000,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1102,1-STORY 1946 & NEWER,61.0,9758,Level,North Ames,Normal,5,5,1971,0.0,412,251,950,0,3,Average,5,0,Unfinished,1,Normal Sale,119500,0,1,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1103,1-STORY 1946 & NEWER,70.0,7000,Level,North Ames,Normal,5,7,1960,45.0,588,422,1134,0,2,Average,6,0,Rough Finished,1,Sale between family members,135000,16,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1104,1-STORY 1946 & NEWER,79.0,8910,Level,North Ames,Normal,6,6,1959,0.0,655,0,1194,0,3,Average,6,1,Finished,2,Normal Sale,159500,192,1,1,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1105,2-STORY PUD,24.0,2016,Level,Briardale,Normal,5,5,1970,304.0,0,630,630,672,3,Average,6,0,Unfinished,2,Normal Sale,106000,0,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1106,2-STORY 1946 & NEWER,98.0,12256,Level,Northridge,Normal,8,5,1994,362.0,1032,431,1500,1122,3,Good,9,2,Rough Finished,2,Normal Sale,325000,218,3,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1107,1-STORY 1946 & NEWER,114.0,10357,Level,Sawyer West,Adjacent Feeder St,7,5,1990,0.0,738,172,1442,0,3,Good,6,1,Finished,2,Normal Sale,179900,244,3,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1108,2-STORY 1946 & NEWER,168.0,23257,Hillside,Gilbert,Normal,7,5,2006,0.0,0,868,887,1134,3,Good,9,1,Rough Finished,2,Home was not completed when last assessed (associated with New Homes),274725,100,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1109,2-STORY 1946 & NEWER,0.0,8063,Level,Gilbert,Normal,6,5,2000,0.0,0,924,948,742,3,Average,7,1,Rough Finished,2,"Abnormal Sale -  trade, foreclosure, short sale",181000,148,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1110,1-STORY 1946 & NEWER,107.0,11362,Level,Northridge Heights,Normal,8,5,2004,42.0,1039,797,1836,0,3,Good,7,1,Finished,3,Normal Sale,280000,310,3,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1111,2-STORY 1946 & NEWER,0.0,8000,Level,Gilbert,Normal,6,5,1995,0.0,219,554,773,885,3,Average,8,1,Finished,2,Normal Sale,188000,308,3,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1112,2-STORY 1946 & NEWER,80.0,10480,Level,Northwest Ames,Normal,7,6,1976,660.0,403,400,1098,866,4,Average,8,1,Rough Finished,2,Normal Sale,205000,69,2,1,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1113,1-STORY 1946 & NEWER,73.0,7100,Level,North Ames,Normal,5,7,1957,0.0,708,108,816,0,2,Average,5,0,Unfinished,1,Normal Sale,129900,0,2,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1114,1-STORY 1946 & NEWER,66.0,8923,Level,North Ames,Normal,5,7,1953,0.0,643,365,1008,0,2,Good,6,0,Unfinished,1,Normal Sale,134500,18,2,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1115,1-STORY 1946 & NEWER,90.0,5400,Level,Old Town,Normal,5,7,1954,0.0,415,418,833,0,2,Good,4,0,Unfinished,1,Normal Sale,117000,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1116,1-STORY 1946 & NEWER,93.0,12085,Level,Northridge Heights,Normal,8,5,2007,328.0,1004,730,1734,0,3,Excellent,7,1,Rough Finished,3,Home was not completed when last assessed (associated with New Homes),318000,0,3,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1117,SPLIT OR MULTI-LEVEL,0.0,7750,Level,Gilbert,Normal,8,5,2002,0.0,353,55,779,640,3,Good,7,1,Finished,2,Normal Sale,184100,120,3,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1118,1-STORY 1946 & NEWER,57.0,9764,Level,Sawyer,Adjacent Feeder St,5,7,1967,0.0,702,192,894,0,3,Good,5,0,Rough Finished,2,Normal Sale,130000,0,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1119,SPLIT OR MULTI-LEVEL,85.0,13825,Level,Sawyer,Normal,5,6,1958,0.0,0,533,1021,580,3,Average,6,0,Rough Finished,1,Normal Sale,140000,314,1,1,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1120,1-STORY 1946 & NEWER,70.0,7560,Level,North Ames,Normal,5,5,1959,0.0,369,671,1040,0,3,Average,6,0,Rough Finished,1,Normal Sale,133700,392,1,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1121,1-STORY 1945 & OLDER,59.0,8263,Banked,Iowa DOT and Rail Road,Normal,6,5,1920,0.0,0,1012,1012,0,2,Average,6,1,Unfinished,1,Normal Sale,118400,134,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1122,1-STORY 1946 & NEWER,84.0,10084,Level,College Creek,Normal,7,5,2005,196.0,24,1528,1552,0,3,Good,7,0,Rough Finished,3,Home was not completed when last assessed (associated with New Homes),212900,164,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1123,1-STORY 1946 & NEWER,0.0,8926,Level,Edwards,Normal,4,3,1956,0.0,0,672,960,0,3,Average,5,0,Unfinished,1,"Abnormal Sale -  trade, foreclosure, short sale",112000,224,1,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1124,1-STORY 1946 & NEWER,50.0,9405,Level,Edwards,Normal,5,9,1947,0.0,0,698,698,0,2,Average,4,0,No Garage,0,Normal Sale,118000,200,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,SPLIT OR MULTI-LEVEL,0.0,9125,Level,Gilbert,Normal,7,5,1992,170.0,0,384,812,670,3,Good,7,1,Finished,2,Normal Sale,163900,125,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1126,1-STORY 1946 & NEWER,60.0,10434,Level,North Ames,Normal,4,5,1955,0.0,0,1005,1005,0,2,Fair,5,1,Unfinished,2,Normal Sale,115000,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1127,1-STORY PUD,53.0,3684,Level,Bloomington Heights,Normal,7,5,2007,130.0,0,1373,1555,0,2,Good,7,1,Finished,3,Normal Sale,174000,163,2,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1128,1-STORY 1946 & NEWER,182.0,14572,Level,Gilbert,Normal,7,5,2004,0.0,1300,230,1530,0,3,Good,7,1,Finished,3,Sale between family members,259000,180,3,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1129,2-STORY 1946 & NEWER,59.0,11796,Level,Gilbert,Normal,7,5,2004,0.0,0,847,847,1112,4,Good,8,1,Finished,2,Normal Sale,215000,148,2,1,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1130,DUPLEX,60.0,7200,Level,Old Town,Normal,5,5,1980,180.0,936,0,936,0,2,Average,4,0,Unfinished,2,Normal Sale,140000,49,2,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1131,1-1/2 STORY ALL AGES,65.0,7804,Level,South & West of Iowa State,Normal,4,3,1928,0.0,622,500,1328,653,4,Good,7,2,Unfinished,2,Normal Sale,135000,475,3,0,0,0,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1133,2-STORY 1945 & OLDER,90.0,9900,Level,Old Town,Normal,6,4,1880,0.0,0,1008,1178,1032,5,Fair,8,0,Unfinished,1,Normal Sale,117500,48,2,0,0,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1134,2-STORY 1946 & NEWER,80.0,9828,Level,Sawyer West,Normal,8,5,1995,0.0,584,544,1142,878,3,Good,8,1,Rough Finished,2,Normal Sale,239500,155,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1135,2-STORY 1946 & NEWER,57.0,8773,Hillside,Gilbert,Normal,6,5,1997,0.0,0,916,916,684,3,Average,7,1,Finished,2,Normal Sale,169000,138,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1136,1-STORY 1945 & OLDER,60.0,6180,Level,Brookside,Normal,6,5,1926,0.0,0,960,986,0,2,Average,5,1,Unfinished,1,Normal Sale,102000,128,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
