,Dwelling Type,Lot Frontage,Lot Area,Land Contour,Neighborhood,Location Condition,Overall Quality,Overall Cond,Year Built,Masonry/Veneer Area,Basement Finished Area,Basement Unfinished Area,1st Floor Area,2nd Floor Area,Total Area,Bedrooms Above Grade,Kitchen Qual,Total Rooms Above Grade,Fireplaces,Garage Finish,Garage Cars,Sale Condition,Sale Price,Sale Price Cat,Porch Area,Full Bathrooms,Half Bathrooms,Bathrooms,Pool,Extra Kitchens,Baths per Bedroom,dt_1-1/2 STORY ALL AGES,dt_1-STORY 1945 & OLDER,dt_1-STORY PUD,dt_2 FAMILY CONVERSION,dt_2-1/2 STORY ALL AGES,dt_2-STORY 1945 & OLDER,dt_2-STORY 1946 & NEWER,dt_2-STORY PUD,dt_DUPLEX,dt_SPLIT FOYER,dt_SPLIT OR MULTI-LEVEL,lc_Banked,lc_Depression,lc_Hillside,nh_Bloomington Heights,nh_Bluestem,nh_Briardale,nh_Brookside,nh_Clear Creek,nh_College Creek,nh_Crawford,nh_Edwards,nh_Gilbert,nh_Iowa DOT and Rail Road,nh_Meadow Village,nh_Mitchell,nh_Northpark Villa,nh_Northridge,nh_Northridge Heights,nh_Northwest Ames,nh_Old Town,nh_Sawyer,nh_Sawyer West,nh_Somerset,nh_South & West of Iowa State,nh_Stone Brook,nh_Timberland,nh_Veenker,locc_Adjacent Arterial St,locc_Adjacent Feeder St,locc_Adjacent Pos Feature,locc_Adjacent Railroad,locc_Near Pos Feature,locc_Near Railroad,sc_Abnormal Sale,sc_Allocation,sc_Home not complete,sc_Sale within Family,gf_Finished,gf_Rough Finished,gf_Unfinished,Kitchen Quality Num,School_Name,School_Index,Comprehensive_Decision,Targeted_Decision,Growth,Percent Proficient,Percent_Male,Percent_Female,Percent_EL,Percent_FRL,Percent_IEP,Percent_Asian,Percent_Black,Percent_PacIs,Percent_Hispanic,Percent_Multi,Percent_NatAm,Percent_White,Percent_Foster_Care,Percent_Military_Connected,Percent_Migrant,Percent_Homeless,sch_Edwards,sch_Fellows,sch_Gilbert,sch_Meeker,sch_Mitchell,sch_Sawyer
973,1-STORY 1946 & NEWER,63,7500,Level,Sawyer West,Normal,7,5,2004,120,680,400,1080,0,1080,3,Good,6,0,No Garage,0,Normal Sale,141000,132K up to 165K,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
974,DUPLEX,64,7018,Banked,Sawyer West,Adjacent Feeder St,5,5,1979,275,1086,0,1224,0,1224,2,Average,6,2,Unfinished,2,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",153337,132K up to 165K,120,2,2,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
975,2-STORY 1946 & NEWER,0,14364,Depression,Sawyer West,Normal,7,5,1988,128,1065,92,1180,882,2062,3,Average,7,1,Finished,2,Normal Sale,277000,215K or more,269,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
976,2-STORY 1946 & NEWER,0,9453,Level,Sawyer West,Near Railroad,7,7,1993,0,402,594,1014,730,1744,3,Good,7,0,Rough Finished,2,Normal Sale,194500,165K up to 215K,678,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
977,2-STORY PUD,75,10762,Level,Sawyer West,Normal,6,6,1980,0,0,626,626,591,1217,3,Average,6,1,Rough Finished,1,Normal Sale,120000,Less than 132K,28,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
978,2-STORY 1946 & NEWER,0,8880,Level,Sawyer West,Normal,7,5,1994,0,695,253,1222,888,2110,3,Good,8,2,Rough Finished,2,Normal Sale,205000,165K up to 215K,130,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
979,2-STORY 1946 & NEWER,65,8366,Level,Sawyer West,Normal,6,5,2004,0,0,798,798,842,1640,3,Good,6,0,Rough Finished,2,Normal Sale,173000,165K up to 215K,183,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
980,2-STORY 1946 & NEWER,82,11287,Level,Sawyer West,Normal,7,6,1989,340,421,386,1175,807,1982,3,Good,7,1,Finished,2,Normal Sale,228500,215K or more,280,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
981,1-STORY PUD,50,8012,Level,Sawyer West,Normal,6,5,1992,0,430,1145,1575,0,1575,2,Good,5,0,Rough Finished,2,Normal Sale,179200,165K up to 215K,52,3,0,3,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
982,2-STORY 1946 & NEWER,116,13474,Level,Sawyer West,Adjacent Feeder St,7,5,1990,246,700,0,1122,1121,2243,4,Good,8,1,Rough Finished,3,Normal Sale,225000,215K or more,395,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
983,2-STORY 1946 & NEWER,86,10380,Level,Sawyer West,Normal,7,5,1986,172,28,0,1553,1177,2730,4,Good,8,1,Finished,2,Normal Sale,301000,215K or more,297,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
984,1-STORY 1946 & NEWER,60,8400,Level,Sawyer West,Adjacent Feeder St,4,4,1950,0,0,721,841,0,841,2,Average,4,0,Unfinished,1,Normal Sale,82000,Less than 132K,274,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
985,1-STORY PUD,50,7175,Level,Sawyer West,Normal,6,5,1984,0,623,0,752,0,752,2,Average,4,0,Unfinished,1,Normal Sale,125000,Less than 132K,443,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
986,2-STORY 1946 & NEWER,59,11228,Level,Sawyer West,Normal,7,5,1993,0,50,499,1080,1017,2097,3,Good,9,1,Unfinished,3,Normal Sale,228000,215K or more,383,2,2,3,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
987,SPLIT OR MULTI-LEVEL,0,12800,Depression,Sawyer West,Normal,7,5,1989,145,1518,0,1644,0,1644,2,Good,5,1,Finished,2,Normal Sale,275000,215K or more,476,3,1,3.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
988,2-STORY 1946 & NEWER,76,9291,Level,Sawyer West,Near Railroad,6,5,1993,120,426,406,832,878,1710,3,Good,7,0,Rough Finished,2,Normal Sale,187000,165K up to 215K,214,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
989,2-STORY 1946 & NEWER,80,9554,Level,Sawyer West,Normal,8,5,1993,125,380,397,1065,846,1911,3,Good,8,1,Rough Finished,2,Normal Sale,215000,165K up to 215K,263,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
990,1-1/2 STORY ALL AGES,79,12327,Depression,Sawyer West,Normal,8,8,1983,0,1441,55,1496,636,2132,1,Good,5,1,Finished,2,Normal Sale,316600,215K or more,389,2,1,2.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
991,2-STORY 1946 & NEWER,80,10041,Level,Sawyer West,Normal,8,5,1992,0,789,119,927,988,1915,3,Good,8,1,Finished,2,"Abnormal Sale -  trade, foreclosure, short sale",220000,215K or more,270,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
992,1-STORY 1946 & NEWER,65,8125,Level,Sawyer West,Normal,6,5,1994,258,1138,270,1679,0,1679,3,Good,7,1,Rough Finished,2,Normal Sale,193500,165K up to 215K,266,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
993,1-STORY PUD,50,8012,Level,Sawyer West,Normal,6,5,1980,0,543,261,923,0,923,2,Average,5,1,Rough Finished,1,Normal Sale,143000,132K up to 165K,80,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
994,1-STORY 1946 & NEWER,65,8450,Level,Sawyer West,Normal,7,5,2000,108,0,1349,1349,0,1349,3,Average,6,0,Unfinished,2,Normal Sale,179000,165K up to 215K,175,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
995,DUPLEX,60,8400,Level,Sawyer West,Adjacent Feeder St,5,5,1977,320,0,0,2020,0,2020,4,Average,10,2,Unfinished,2,Normal Sale,144000,132K up to 165K,0,2,0,2,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
996,2-STORY 1946 & NEWER,65,7153,Level,Sawyer West,Normal,6,5,1992,0,387,374,810,793,1603,3,Good,7,0,Rough Finished,2,Normal Sale,175900,165K up to 215K,124,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
997,2-STORY 1946 & NEWER,76,10142,Level,Sawyer West,Normal,7,5,2004,0,656,300,956,1128,2084,4,Good,8,0,Rough Finished,2,Normal Sale,233000,215K or more,45,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
998,2-STORY 1946 & NEWER,70,8400,Level,Sawyer West,Normal,6,6,1980,130,0,650,888,676,1564,3,Average,7,1,Unfinished,2,Normal Sale,171000,165K up to 215K,254,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
999,1-STORY 1946 & NEWER,65,8529,Level,Sawyer West,Normal,7,5,2001,0,20,1434,1434,0,1434,3,Good,6,1,Rough Finished,2,Normal Sale,189000,165K up to 215K,329,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
1000,2-STORY 1946 & NEWER,75,9317,Level,Sawyer West,Normal,7,5,1993,137,513,227,1006,769,1775,3,Good,7,1,Unfinished,2,Normal Sale,213000,165K up to 215K,498,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
1001,1-STORY 1946 & NEWER,81,9672,Level,Sawyer West,Normal,6,5,1984,0,338,702,1097,0,1097,3,Average,6,0,Unfinished,2,Normal Sale,152000,132K up to 165K,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
1002,2-STORY 1946 & NEWER,80,9938,Level,Sawyer West,Normal,7,5,1993,246,750,300,1062,887,1949,3,Good,8,1,Finished,2,Normal Sale,236000,215K or more,246,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
1003,DUPLEX,64,7018,Banked,Sawyer West,Normal,5,5,1979,0,0,0,1535,0,1535,4,Average,8,0,Unfinished,2,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",118858,Less than 132K,0,2,0,2,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
1004,DUPLEX,64,7018,Level,Sawyer West,Adjacent Feeder St,5,5,1979,0,0,0,1120,1120,2240,6,Average,12,0,Unfinished,2,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",142953,132K up to 165K,154,2,0,2,0,1,0.333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
1005,2-STORY 1946 & NEWER,103,13125,Level,Sawyer West,Normal,7,5,1991,0,48,422,912,1215,2127,4,Good,8,1,Rough Finished,3,Normal Sale,238000,215K or more,488,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
1006,2-STORY 1946 & NEWER,70,8462,Level,Sawyer West,Normal,6,5,1994,105,814,114,936,785,1721,3,Good,7,0,Rough Finished,2,Normal Sale,201000,165K up to 215K,387,2,2,3,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
1007,1-STORY PUD,50,8012,Level,Sawyer West,Normal,6,5,1993,0,165,598,1617,0,1617,2,Good,5,1,Rough Finished,2,Normal Sale,193000,165K up to 215K,69,3,0,3,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
1008,1-STORY 1946 & NEWER,67,10083,Level,Sawyer West,Normal,7,5,2003,0,833,343,1200,0,1200,2,Good,5,0,Rough Finished,2,Normal Sale,184900,165K up to 215K,41,3,0,3,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
1009,1-STORY 1946 & NEWER,60,7800,Level,Sawyer West,Normal,5,5,1965,0,641,187,965,0,965,3,Average,6,0,Unfinished,1,"Abnormal Sale -  trade, foreclosure, short sale",119900,Less than 132K,421,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
1010,1-STORY PUD,55,7892,Level,Sawyer West,Normal,6,5,1979,0,0,918,918,0,918,2,Average,5,1,Unfinished,1,Normal Sale,99500,Less than 132K,28,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
1011,2-STORY 1946 & NEWER,86,11839,Level,Sawyer West,Normal,7,5,1990,99,1085,390,1532,797,2329,4,Good,10,1,Unfinished,2,Normal Sale,262280,215K or more,313,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
1012,SPLIT FOYER,73,9069,Level,Sawyer West,Normal,6,6,1992,0,747,189,996,0,996,2,Good,5,0,Unfinished,2,Normal Sale,147000,132K up to 165K,120,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
1013,1-STORY 1946 & NEWER,114,10357,Level,Sawyer West,Adjacent Feeder St,7,5,1990,0,738,172,1442,0,1442,3,Good,6,1,Finished,2,Normal Sale,179900,165K up to 215K,244,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
1014,2-STORY 1946 & NEWER,80,9828,Level,Sawyer West,Normal,8,5,1995,0,584,544,1142,878,2020,3,Good,8,1,Rough Finished,2,Normal Sale,239500,215K or more,155,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Sawyer,42.47,1,1,26.25,63.77,51.1,48.9,10.3,32.2,14.2,7.5,9.7,0,10.8,7.2,0,64.7,2.5,0,0,1.1,0,0,0,0,0,1
